Reference area,TIME_PERIOD,OBS_VALUE
Estonia,Feb-93,98.94685
Estonia,Mar-93,98.29131
Estonia,Apr-93,96.74757
Estonia,May-93,96.03294
Estonia,Jun-93,96.38196
Estonia,Jul-93,97.50375
Estonia,Aug-93,98.44534
Estonia,Sep-93,99.26071
Estonia,Oct-93,100.1602
Estonia,Nov-93,100.665
Estonia,Dec-93,100.9519
Estonia,Jan-94,101.2888
Estonia,Feb-94,101.7164
Estonia,Mar-94,102.3492
Estonia,Apr-94,103.1901
Estonia,May-94,103.528
Estonia,Jun-94,103.2206
Estonia,Jul-94,102.3866
Estonia,Aug-94,101.8346
Estonia,Sep-94,101.5614
Estonia,Oct-94,101.3944
Estonia,Nov-94,101.4173
Estonia,Dec-94,101.6207
Estonia,Jan-95,102.0315
Estonia,Feb-95,102.2661
Estonia,Mar-95,102.3335
Estonia,Apr-95,102.2492
Estonia,May-95,102.1492
Estonia,Jun-95,101.9502
Estonia,Jul-95,101.6007
Estonia,Aug-95,101.3716
Estonia,Sep-95,101.2343
Estonia,Oct-95,101.1513
Estonia,Nov-95,101.1823
Estonia,Dec-95,101.3252
Estonia,Jan-96,101.4544
Estonia,Feb-96,101.2385
Estonia,Mar-96,100.3451
Estonia,Apr-96,98.74747
Estonia,May-96,97.76996
Estonia,Jun-96,97.34721
Estonia,Jul-96,97.18399
Estonia,Aug-96,97.35983
Estonia,Sep-96,97.88557
Estonia,Oct-96,98.73981
Estonia,Nov-96,99.37361
Estonia,Dec-96,99.88863
Estonia,Jan-97,100.4337
Estonia,Feb-97,100.7808
Estonia,Mar-97,100.9632
Estonia,Apr-97,101.0494
Estonia,May-97,101.1733
Estonia,Jun-97,101.3573
Estonia,Jul-97,101.6
Estonia,Aug-97,101.8141
Estonia,Sep-97,102.0386
Estonia,Oct-97,102.2852
Estonia,Nov-97,102.4962
Estonia,Dec-97,102.722
Estonia,Jan-98,103.0016
Estonia,Feb-98,103.046
Estonia,Mar-98,102.8375
Estonia,Apr-98,102.4041
Estonia,May-98,102.24
Estonia,Jun-98,102.313
Estonia,Jul-98,102.4719
Estonia,Aug-98,102.1909
Estonia,Sep-98,101.139
Estonia,Oct-98,99.27914
Estonia,Nov-98,97.98027
Estonia,Dec-98,97.08473
Estonia,Jan-99,96.20689
Estonia,Feb-99,95.78036
Estonia,Mar-99,95.75174
Estonia,Apr-99,96.06779
Estonia,May-99,96.52204
Estonia,Jun-99,97.2578
Estonia,Jul-99,98.34425
Estonia,Aug-99,99.10132
Estonia,Sep-99,99.65247
Estonia,Oct-99,100.1979
Estonia,Nov-99,100.3726
Estonia,Dec-99,100.1566
Estonia,Jan-00,99.57925
Estonia,Feb-00,99.29931
Estonia,Mar-00,99.42263
Estonia,Apr-00,99.87321
Estonia,May-00,100.4215
Estonia,Jun-00,100.962
Estonia,Jul-00,101.541
Estonia,Aug-00,101.9987
Estonia,Sep-00,102.4513
Estonia,Oct-00,102.955
Estonia,Nov-00,103.4175
Estonia,Dec-00,103.8524
Estonia,Jan-01,104.1291
Estonia,Feb-01,103.9324
Estonia,Mar-01,103.2747
Estonia,Apr-01,102.2067
Estonia,May-01,101.6579
Estonia,Jun-01,101.6218
Estonia,Jul-01,101.7058
Estonia,Aug-01,101.7731
Estonia,Sep-01,101.647
Estonia,Oct-01,101.4376
Estonia,Nov-01,101.4858
Estonia,Dec-01,101.6931
Estonia,Jan-02,102.1411
Estonia,Feb-02,102.914
Estonia,Mar-02,103.6509
Estonia,Apr-02,103.8345
Estonia,May-02,103.8745
Estonia,Jun-02,103.8922
Estonia,Jul-02,104.0149
Estonia,Aug-02,104.2664
Estonia,Sep-02,104.5663
Estonia,Oct-02,104.6298
Estonia,Nov-02,104.3961
Estonia,Dec-02,104.1468
Estonia,Jan-03,103.9809
Estonia,Feb-03,103.6702
Estonia,Mar-03,103.1893
Estonia,Apr-03,102.6012
Estonia,May-03,102.265
Estonia,Jun-03,102.4845
Estonia,Jul-03,102.9941
Estonia,Aug-03,103.2858
Estonia,Sep-03,103.4341
Estonia,Oct-03,103.4711
Estonia,Nov-03,103.268
Estonia,Dec-03,102.9836
Estonia,Jan-04,102.873
Estonia,Feb-04,102.9051
Estonia,Mar-04,103.0849
Estonia,Apr-04,103.452
Estonia,May-04,103.84
Estonia,Jun-04,103.8737
Estonia,Jul-04,103.5215
Estonia,Aug-04,103.2433
Estonia,Sep-04,103.0387
Estonia,Oct-04,102.6035
Estonia,Nov-04,102.4142
Estonia,Dec-04,102.6164
Estonia,Jan-05,103.1226
Estonia,Feb-05,103.5011
Estonia,Mar-05,103.6531
Estonia,Apr-05,103.5859
Estonia,May-05,103.5638
Estonia,Jun-05,103.5388
Estonia,Jul-05,103.749
Estonia,Aug-05,104.1063
Estonia,Sep-05,104.4716
Estonia,Oct-05,104.8436
Estonia,Nov-05,104.8722
Estonia,Dec-05,104.7303
Estonia,Jan-06,104.3267
Estonia,Feb-06,104.1758
Estonia,Mar-06,104.4975
Estonia,Apr-06,104.9124
Estonia,May-06,105.3032
Estonia,Jun-06,105.8857
Estonia,Jul-06,106.393
Estonia,Aug-06,106.6758
Estonia,Sep-06,106.7721
Estonia,Oct-06,106.8362
Estonia,Nov-06,106.9515
Estonia,Dec-06,106.9153
Estonia,Jan-07,106.5775
Estonia,Feb-07,106.3328
Estonia,Mar-07,106.0016
Estonia,Apr-07,105.6519
Estonia,May-07,105.2318
Estonia,Jun-07,104.7383
Estonia,Jul-07,103.9084
Estonia,Aug-07,103.1074
Estonia,Sep-07,102.6119
Estonia,Oct-07,102.1057
Estonia,Nov-07,101.4792
Estonia,Dec-07,100.82
Estonia,Jan-08,100.3714
Estonia,Feb-08,99.88783
Estonia,Mar-08,99.2348
Estonia,Apr-08,98.38713
Estonia,May-08,97.53596
Estonia,Jun-08,96.7837
Estonia,Jul-08,96.17606
Estonia,Aug-08,95.36231
Estonia,Sep-08,94.3546
Estonia,Oct-08,93.31023
Estonia,Nov-08,92.29567
Estonia,Dec-08,91.36018
Estonia,Jan-09,90.60996
Estonia,Feb-09,89.86958
Estonia,Mar-09,89.58383
Estonia,Apr-09,89.88968
Estonia,May-09,90.50762
Estonia,Jun-09,91.22463
Estonia,Jul-09,91.97387
Estonia,Aug-09,92.60303
Estonia,Sep-09,93.18694
Estonia,Oct-09,93.79263
Estonia,Nov-09,94.50223
Estonia,Dec-09,95.26228
Estonia,Jan-10,95.9022
Estonia,Feb-10,96.61797
Estonia,Mar-10,97.45355
Estonia,Apr-10,98.3132
Estonia,May-10,98.97526
Estonia,Jun-10,99.41557
Estonia,Jul-10,99.9645
Estonia,Aug-10,100.4723
Estonia,Sep-10,100.9734
Estonia,Oct-10,101.6341
Estonia,Nov-10,101.7959
Estonia,Dec-10,101.924
Estonia,Jan-11,101.8983
Estonia,Feb-11,101.8258
Estonia,Mar-11,101.7323
Estonia,Apr-11,101.6352
Estonia,May-11,101.5461
Estonia,Jun-11,101.446
Estonia,Jul-11,101.1929
Estonia,Aug-11,100.8947
Estonia,Sep-11,100.7073
Estonia,Oct-11,100.4351
Estonia,Nov-11,100.295
Estonia,Dec-11,100.0049
Estonia,Jan-12,99.68287
Estonia,Feb-12,99.59082
Estonia,Mar-12,99.66792
Estonia,Apr-12,99.65293
Estonia,May-12,99.70491
Estonia,Jun-12,99.99342
Estonia,Jul-12,100.0702
Estonia,Aug-12,99.97621
Estonia,Sep-12,99.58811
Estonia,Oct-12,99.22834
Estonia,Nov-12,98.93065
Estonia,Dec-12,98.86055
Estonia,Jan-13,98.97596
Estonia,Feb-13,99.21868
Estonia,Mar-13,99.33829
Estonia,Apr-13,99.34712
Estonia,May-13,99.49169
Estonia,Jun-13,99.45512
Estonia,Jul-13,99.42601
Estonia,Aug-13,99.52827
Estonia,Sep-13,99.69859
Estonia,Oct-13,99.73579
Estonia,Nov-13,99.61599
Estonia,Dec-13,99.51594
Estonia,Jan-14,99.56891
Estonia,Feb-14,99.38829
Estonia,Mar-14,99.1674
Estonia,Apr-14,99.10174
Estonia,May-14,99.06379
Estonia,Jun-14,99.06309
Estonia,Jul-14,99.13245
Estonia,Aug-14,99.17707
Estonia,Sep-14,99.11741
Estonia,Oct-14,99.17831
Estonia,Nov-14,99.15997
Estonia,Dec-14,98.95336
Estonia,Jan-15,98.71028
Estonia,Feb-15,98.5646
Estonia,Mar-15,98.5416
Estonia,Apr-15,98.67339
Estonia,May-15,98.9005
Estonia,Jun-15,99.00079
Estonia,Jul-15,99.02972
Estonia,Aug-15,98.88639
Estonia,Sep-15,98.8306
Estonia,Oct-15,98.98918
Estonia,Nov-15,99.10839
Estonia,Dec-15,99.21442
Estonia,Jan-16,99.31216
Estonia,Feb-16,99.37019
Estonia,Mar-16,99.52639
Estonia,Apr-16,99.60521
Estonia,May-16,99.78053
Estonia,Jun-16,100.0418
Estonia,Jul-16,100.3221
Estonia,Aug-16,100.6312
Estonia,Sep-16,100.8056
Estonia,Oct-16,100.8366
Estonia,Nov-16,100.7864
Estonia,Dec-16,100.8792
Estonia,Jan-17,101.1262
Estonia,Feb-17,101.5061
Estonia,Mar-17,101.7482
Estonia,Apr-17,102.0445
Estonia,May-17,102.2011
Estonia,Jun-17,102.4039
Estonia,Jul-17,102.4849
Estonia,Aug-17,102.3571
Estonia,Sep-17,102.3579
Estonia,Oct-17,102.3457
Estonia,Nov-17,102.2753
Estonia,Dec-17,102.1491
Estonia,Jan-18,101.9974
Estonia,Feb-18,101.9126
Estonia,Mar-18,101.8982
Estonia,Apr-18,101.8928
Estonia,May-18,101.8753
Estonia,Jun-18,101.8401
Estonia,Jul-18,101.7841
Estonia,Aug-18,101.6512
Estonia,Sep-18,101.5094
Estonia,Oct-18,101.3503
Estonia,Nov-18,101.17
Estonia,Dec-18,100.7034
Estonia,Jan-19,100.1508
Estonia,Feb-19,99.58228
Estonia,Mar-19,99.15737
Estonia,Apr-19,98.78294
Estonia,May-19,98.41689
Estonia,Jun-19,97.95734
Estonia,Jul-19,97.5175
Estonia,Aug-19,97.18765
Estonia,Sep-19,96.98951
Estonia,Oct-19,96.81177
Estonia,Nov-19,96.69924
Estonia,Dec-19,96.93959
Estonia,Jan-20,97.14443
Estonia,Feb-20,96.85841
Estonia,Mar-20,95.05097
Estonia,Apr-20,91.97987
Estonia,May-20,91.1199
Estonia,Jun-20,92.40536
Estonia,Jul-20,94.42469
Estonia,Aug-20,96.13834
Estonia,Sep-20,97.40752
Estonia,Oct-20,98.46368
Estonia,Nov-20,99.36744
Estonia,Dec-20,100.2264
Estonia,Jan-21,100.9285
Estonia,Feb-21,101.5571
Estonia,Mar-21,102.2957
Estonia,Apr-21,103.1938
Estonia,May-21,104.1256
Estonia,Jun-21,104.8628
Estonia,Jul-21,105.3565
Estonia,Aug-21,105.5155
Estonia,Sep-21,105.7134
Estonia,Oct-21,105.7505
Estonia,Nov-21,105.6261
Estonia,Dec-21,105.1679
Estonia,Jan-22,104.46
Estonia,Feb-22,103.6938
Estonia,Mar-22,102.9663
Estonia,Apr-22,102.3787
Estonia,May-22,101.7327
Estonia,Jun-22,100.7843
Estonia,Jul-22,99.55606
Estonia,Aug-22,98.37528
Estonia,Sep-22,97.4948
Estonia,Oct-22,96.81751
Estonia,Nov-22,96.20045
Estonia,Dec-22,95.73774
Estonia,Jan-23,95.52833
Estonia,Feb-23,95.1982
Estonia,Mar-23,94.83791
Estonia,Apr-23,94.39231
Estonia,May-23,93.83875
Estonia,Jun-23,93.29907
Estonia,Jul-23,93.10777
Estonia,Aug-23,93.10791
Estonia,Sep-23,92.9941
Estonia,Oct-23,92.97977
Estonia,Nov-23,93.00085
Estonia,Dec-23,93.18521
Estonia,Jan-24,93.28547
Estonia,Feb-24,93.37444
Estonia,Mar-24,93.59311
Estonia,Apr-24,93.84941
Estonia,May-24,94.20618
Estonia,Jun-24,94.71594
Estonia,Jul-24,95.18539
Estonia,Aug-24,95.51508
Estonia,Sep-24,95.74568
Estonia,Oct-24,95.97099
Estonia,Nov-24,96.34993
Estonia,Dec-24,96.57799
Estonia,Jan-25,96.78231
Estonia,Feb-25,97.02062
G7,Dec-62,100.9591
G7,Jan-63,100.9745
G7,Feb-63,100.982
G7,Mar-63,101.0676
G7,Apr-63,101.258
G7,May-63,101.3919
G7,Jun-63,101.3302
G7,Jul-63,101.1744
G7,Aug-63,101.1055
G7,Sep-63,101.1425
G7,Oct-63,101.1598
G7,Nov-63,101.0965
G7,Dec-63,101.0209
G7,Jan-64,101.087
G7,Feb-64,101.1868
G7,Mar-64,101.2937
G7,Apr-64,101.315
G7,May-64,101.3429
G7,Jun-64,101.477
G7,Jul-64,101.6611
G7,Aug-64,101.7616
G7,Sep-64,101.7399
G7,Oct-64,101.6287
G7,Nov-64,101.5761
G7,Dec-64,101.5711
G7,Jan-65,101.6152
G7,Feb-65,101.7478
G7,Mar-65,101.8472
G7,Apr-65,101.7362
G7,May-65,101.5249
G7,Jun-65,101.3073
G7,Jul-65,101.2026
G7,Aug-65,101.2166
G7,Sep-65,101.2899
G7,Oct-65,101.3176
G7,Nov-65,101.4725
G7,Dec-65,101.7747
G7,Jan-66,102.0758
G7,Feb-66,102.196
G7,Mar-66,102.1161
G7,Apr-66,101.8182
G7,May-66,101.4154
G7,Jun-66,101.2057
G7,Jul-66,101.1049
G7,Aug-66,100.967
G7,Sep-66,100.7541
G7,Oct-66,100.4261
G7,Nov-66,100.0179
G7,Dec-66,99.65627
G7,Jan-67,99.29876
G7,Feb-67,98.97118
G7,Mar-67,98.69486
G7,Apr-67,98.58076
G7,May-67,98.7331
G7,Jun-67,99.07522
G7,Jul-67,99.52204
G7,Aug-67,99.94992
G7,Sep-67,100.2867
G7,Oct-67,100.4746
G7,Nov-67,100.6054
G7,Dec-67,100.7143
G7,Jan-68,100.7776
G7,Feb-68,100.7923
G7,Mar-68,100.8661
G7,Apr-68,101.0136
G7,May-68,101.0199
G7,Jun-68,100.984
G7,Jul-68,101.004
G7,Aug-68,101.0617
G7,Sep-68,101.2025
G7,Oct-68,101.4619
G7,Nov-68,101.6459
G7,Dec-68,101.6762
G7,Jan-69,101.7058
G7,Feb-69,101.8116
G7,Mar-69,101.8942
G7,Apr-69,101.892
G7,May-69,101.8629
G7,Jun-69,101.7556
G7,Jul-69,101.6464
G7,Aug-69,101.652
G7,Sep-69,101.6476
G7,Oct-69,101.5853
G7,Nov-69,101.4017
G7,Dec-69,101.0997
G7,Jan-70,100.712
G7,Feb-70,100.373
G7,Mar-70,100.1135
G7,Apr-70,99.98218
G7,May-70,100.051
G7,Jun-70,100.177
G7,Jul-70,100.0828
G7,Aug-70,99.73838
G7,Sep-70,99.2654
G7,Oct-70,98.8794
G7,Nov-70,98.78745
G7,Dec-70,99.10552
G7,Jan-71,99.55128
G7,Feb-71,99.95928
G7,Mar-71,100.0761
G7,Apr-71,100.1634
G7,May-71,100.1746
G7,Jun-71,100.1186
G7,Jul-71,100.0287
G7,Aug-71,99.924
G7,Sep-71,99.90588
G7,Oct-71,99.95493
G7,Nov-71,100.1091
G7,Dec-71,100.4906
G7,Jan-72,100.8497
G7,Feb-72,101.0696
G7,Mar-72,101.1389
G7,Apr-72,101.1495
G7,May-72,101.179
G7,Jun-72,101.207
G7,Jul-72,101.3781
G7,Aug-72,101.7169
G7,Sep-72,102.1777
G7,Oct-72,102.6403
G7,Nov-72,103.038
G7,Dec-72,103.316
G7,Jan-73,103.475
G7,Feb-73,103.447
G7,Mar-73,103.315
G7,Apr-73,103.0865
G7,May-73,102.7802
G7,Jun-73,102.4539
G7,Jul-73,102.1457
G7,Aug-73,102.1735
G7,Sep-73,102.3058
G7,Oct-73,102.4121
G7,Nov-73,102.3897
G7,Dec-73,102.1466
G7,Jan-74,101.8462
G7,Feb-74,101.5778
G7,Mar-74,101.4195
G7,Apr-74,101.1415
G7,May-74,100.7525
G7,Jun-74,100.5179
G7,Jul-74,100.0584
G7,Aug-74,99.41703
G7,Sep-74,98.56964
G7,Oct-74,97.71393
G7,Nov-74,96.90944
G7,Dec-74,96.29017
G7,Jan-75,96.05388
G7,Feb-75,96.09972
G7,Mar-75,96.25267
G7,Apr-75,96.62588
G7,May-75,97.08614
G7,Jun-75,97.56927
G7,Jul-75,98.07173
G7,Aug-75,98.60748
G7,Sep-75,99.07415
G7,Oct-75,99.4002
G7,Nov-75,99.63172
G7,Dec-75,99.92747
G7,Jan-76,100.2319
G7,Feb-76,100.483
G7,Mar-76,100.6126
G7,Apr-76,100.7203
G7,May-76,100.7188
G7,Jun-76,100.641
G7,Jul-76,100.4859
G7,Aug-76,100.3035
G7,Sep-76,100.1338
G7,Oct-76,100.0008
G7,Nov-76,99.91963
G7,Dec-76,99.9397
G7,Jan-77,99.89672
G7,Feb-77,99.86848
G7,Mar-77,99.87453
G7,Apr-77,99.79527
G7,May-77,99.72648
G7,Jun-77,99.59853
G7,Jul-77,99.48262
G7,Aug-77,99.35354
G7,Sep-77,99.29318
G7,Oct-77,99.35648
G7,Nov-77,99.49537
G7,Dec-77,99.62897
G7,Jan-78,99.63847
G7,Feb-78,99.63026
G7,Mar-78,99.71903
G7,Apr-78,99.95015
G7,May-78,100.2238
G7,Jun-78,100.4629
G7,Jul-78,100.6611
G7,Aug-78,100.7762
G7,Sep-78,100.8634
G7,Oct-78,100.9371
G7,Nov-78,100.9727
G7,Dec-78,100.9242
G7,Jan-79,100.8968
G7,Feb-79,100.913
G7,Mar-79,100.9701
G7,Apr-79,100.9929
G7,May-79,100.9311
G7,Jun-79,100.7807
G7,Jul-79,100.5779
G7,Aug-79,100.3924
G7,Sep-79,100.2568
G7,Oct-79,100.1114
G7,Nov-79,99.93786
G7,Dec-79,99.78986
G7,Jan-80,99.71416
G7,Feb-80,99.49942
G7,Mar-80,98.89457
G7,Apr-80,98.08482
G7,May-80,97.3801
G7,Jun-80,97.15176
G7,Jul-80,97.38405
G7,Aug-80,97.91826
G7,Sep-80,98.42932
G7,Oct-80,98.77491
G7,Nov-80,98.84287
G7,Dec-80,98.6433
G7,Jan-81,98.40265
G7,Feb-81,98.28239
G7,Mar-81,98.31223
G7,Apr-81,98.44347
G7,May-81,98.55161
G7,Jun-81,98.51134
G7,Jul-81,98.38657
G7,Aug-81,98.24697
G7,Sep-81,97.99981
G7,Oct-81,97.75262
G7,Nov-81,97.57056
G7,Dec-81,97.5155
G7,Jan-82,97.51476
G7,Feb-82,97.51286
G7,Mar-82,97.47802
G7,Apr-82,97.39667
G7,May-82,97.27512
G7,Jun-82,97.20638
G7,Jul-82,97.12284
G7,Aug-82,97.04322
G7,Sep-82,97.04346
G7,Oct-82,97.12827
G7,Nov-82,97.32027
G7,Dec-82,97.70387
G7,Jan-83,98.19801
G7,Feb-83,98.69737
G7,Mar-83,98.99029
G7,Apr-83,99.16788
G7,May-83,99.37319
G7,Jun-83,99.64176
G7,Jul-83,99.9465
G7,Aug-83,100.1752
G7,Sep-83,100.3744
G7,Oct-83,100.5998
G7,Nov-83,100.818
G7,Dec-83,100.8977
G7,Jan-84,100.7286
G7,Feb-84,100.6197
G7,Mar-84,100.5682
G7,Apr-84,100.561
G7,May-84,100.5182
G7,Jun-84,100.4452
G7,Jul-84,100.2902
G7,Aug-84,100.0603
G7,Sep-84,99.86301
G7,Oct-84,99.77206
G7,Nov-84,99.73534
G7,Dec-84,99.73612
G7,Jan-85,99.71149
G7,Feb-85,99.66666
G7,Mar-85,99.59234
G7,Apr-85,99.55873
G7,May-85,99.52916
G7,Jun-85,99.52679
G7,Jul-85,99.53558
G7,Aug-85,99.59202
G7,Sep-85,99.72622
G7,Oct-85,99.84204
G7,Nov-85,99.87814
G7,Dec-85,99.81068
G7,Jan-86,99.72164
G7,Feb-86,99.68146
G7,Mar-86,99.64474
G7,Apr-86,99.60166
G7,May-86,99.58542
G7,Jun-86,99.49097
G7,Jul-86,99.44875
G7,Aug-86,99.54117
G7,Sep-86,99.59851
G7,Oct-86,99.59735
G7,Nov-86,99.6107
G7,Dec-86,99.66916
G7,Jan-87,99.79086
G7,Feb-87,99.89459
G7,Mar-87,100.0579
G7,Apr-87,100.2252
G7,May-87,100.391
G7,Jun-87,100.5243
G7,Jul-87,100.6787
G7,Aug-87,100.8915
G7,Sep-87,101.0844
G7,Oct-87,101.2273
G7,Nov-87,101.2809
G7,Dec-87,101.2888
G7,Jan-88,101.1973
G7,Feb-88,101.1118
G7,Mar-88,101.0865
G7,Apr-88,101.1762
G7,May-88,101.3448
G7,Jun-88,101.5325
G7,Jul-88,101.6036
G7,Aug-88,101.5848
G7,Sep-88,101.5749
G7,Oct-88,101.6141
G7,Nov-88,101.6302
G7,Dec-88,101.6036
G7,Jan-89,101.4949
G7,Feb-89,101.3487
G7,Mar-89,101.1639
G7,Apr-89,101.006
G7,May-89,100.8331
G7,Jun-89,100.6756
G7,Jul-89,100.5446
G7,Aug-89,100.4471
G7,Sep-89,100.4084
G7,Oct-89,100.4166
G7,Nov-89,100.4308
G7,Dec-89,100.4448
G7,Jan-90,100.4601
G7,Feb-90,100.5049
G7,Mar-90,100.5436
G7,Apr-90,100.5378
G7,May-90,100.4612
G7,Jun-90,100.3248
G7,Jul-90,100.1283
G7,Aug-90,99.92059
G7,Sep-90,99.69106
G7,Oct-90,99.43453
G7,Nov-90,99.16769
G7,Dec-90,98.91047
G7,Jan-91,98.6726
G7,Feb-91,98.54504
G7,Mar-91,98.60634
G7,Apr-91,98.81252
G7,May-91,99.08405
G7,Jun-91,99.41945
G7,Jul-91,99.66462
G7,Aug-91,99.83088
G7,Sep-91,99.86517
G7,Oct-91,99.69568
G7,Nov-91,99.41264
G7,Dec-91,99.18307
G7,Jan-92,99.16512
G7,Feb-92,99.33458
G7,Mar-92,99.47916
G7,Apr-92,99.52554
G7,May-92,99.5437
G7,Jun-92,99.40331
G7,Jul-92,99.16771
G7,Aug-92,98.87155
G7,Sep-92,98.59342
G7,Oct-92,98.47797
G7,Nov-92,98.50826
G7,Dec-92,98.58902
G7,Jan-93,98.65324
G7,Feb-93,98.62611
G7,Mar-93,98.51687
G7,Apr-93,98.38286
G7,May-93,98.31393
G7,Jun-93,98.25947
G7,Jul-93,98.27496
G7,Aug-93,98.38813
G7,Sep-93,98.55105
G7,Oct-93,98.74807
G7,Nov-93,98.95557
G7,Dec-93,99.155
G7,Jan-94,99.34073
G7,Feb-94,99.51441
G7,Mar-94,99.69269
G7,Apr-94,99.89046
G7,May-94,100.0884
G7,Jun-94,100.2546
G7,Jul-94,100.398
G7,Aug-94,100.5683
G7,Sep-94,100.7444
G7,Oct-94,100.8787
G7,Nov-94,100.9287
G7,Dec-94,100.8886
G7,Jan-95,100.8148
G7,Feb-95,100.6467
G7,Mar-95,100.3869
G7,Apr-95,100.1134
G7,May-95,99.85092
G7,Jun-95,99.69492
G7,Jul-95,99.64684
G7,Aug-95,99.52228
G7,Sep-95,99.38075
G7,Oct-95,99.21499
G7,Nov-95,99.05138
G7,Dec-95,98.92381
G7,Jan-96,98.84501
G7,Feb-96,98.82692
G7,Mar-96,98.89203
G7,Apr-96,99.02472
G7,May-96,99.1606
G7,Jun-96,99.3108
G7,Jul-96,99.35855
G7,Aug-96,99.43913
G7,Sep-96,99.52798
G7,Oct-96,99.64679
G7,Nov-96,99.80362
G7,Dec-96,99.93291
G7,Jan-97,100.0076
G7,Feb-97,100.0546
G7,Mar-97,100.128
G7,Apr-97,100.22
G7,May-97,100.3515
G7,Jun-97,100.4705
G7,Jul-97,100.5946
G7,Aug-97,100.6177
G7,Sep-97,100.6086
G7,Oct-97,100.6224
G7,Nov-97,100.5665
G7,Dec-97,100.4663
G7,Jan-98,100.3325
G7,Feb-98,100.1914
G7,Mar-98,100.0443
G7,Apr-98,99.84348
G7,May-98,99.60636
G7,Jun-98,99.39399
G7,Jul-98,99.2253
G7,Aug-98,99.06061
G7,Sep-98,98.87292
G7,Oct-98,98.69353
G7,Nov-98,98.60063
G7,Dec-98,98.61951
G7,Jan-99,98.75798
G7,Feb-99,98.91993
G7,Mar-99,99.07966
G7,Apr-99,99.26923
G7,May-99,99.50581
G7,Jun-99,99.69704
G7,Jul-99,99.84851
G7,Aug-99,100.0832
G7,Sep-99,100.3501
G7,Oct-99,100.5505
G7,Nov-99,100.6881
G7,Dec-99,100.7483
G7,Jan-00,100.748
G7,Feb-00,100.7264
G7,Mar-00,100.6967
G7,Apr-00,100.6458
G7,May-00,100.5706
G7,Jun-00,100.49
G7,Jul-00,100.4418
G7,Aug-00,100.3543
G7,Sep-00,100.2787
G7,Oct-00,100.1673
G7,Nov-00,99.9692
G7,Dec-00,99.64884
G7,Jan-01,99.30279
G7,Feb-01,99.02066
G7,Mar-01,98.8408
G7,Apr-01,98.72897
G7,May-01,98.67701
G7,Jun-01,98.71189
G7,Jul-01,98.74298
G7,Aug-01,98.67088
G7,Sep-01,98.4095
G7,Oct-01,98.11624
G7,Nov-01,98.12054
G7,Dec-01,98.36209
G7,Jan-02,98.75709
G7,Feb-02,99.2039
G7,Mar-02,99.54864
G7,Apr-02,99.75951
G7,May-02,99.86169
G7,Jun-02,99.82831
G7,Jul-02,99.65383
G7,Aug-02,99.51482
G7,Sep-02,99.44843
G7,Oct-02,99.42165
G7,Nov-02,99.46062
G7,Dec-02,99.5374
G7,Jan-03,99.48389
G7,Feb-03,99.26235
G7,Mar-03,99.02225
G7,Apr-03,98.95571
G7,May-03,99.06808
G7,Jun-03,99.23421
G7,Jul-03,99.44479
G7,Aug-03,99.68951
G7,Sep-03,99.91321
G7,Oct-03,100.2402
G7,Nov-03,100.6246
G7,Dec-03,100.9117
G7,Jan-04,101.0641
G7,Feb-04,101.1214
G7,Mar-04,101.1922
G7,Apr-04,101.2736
G7,May-04,101.3282
G7,Jun-04,101.2927
G7,Jul-04,101.2091
G7,Aug-04,101.0852
G7,Sep-04,100.9393
G7,Oct-04,100.8396
G7,Nov-04,100.7915
G7,Dec-04,100.764
G7,Jan-05,100.6492
G7,Feb-05,100.4702
G7,Mar-05,100.2503
G7,Apr-05,100.0521
G7,May-05,99.97118
G7,Jun-05,100.0761
G7,Jul-05,100.2627
G7,Aug-05,100.4027
G7,Sep-05,100.6059
G7,Oct-05,100.7205
G7,Nov-05,100.701
G7,Dec-05,100.6367
G7,Jan-06,100.6054
G7,Feb-06,100.636
G7,Mar-06,100.6869
G7,Apr-06,100.7452
G7,May-06,100.7131
G7,Jun-06,100.6718
G7,Jul-06,100.6613
G7,Aug-06,100.6258
G7,Sep-06,100.5625
G7,Oct-06,100.5019
G7,Nov-06,100.4874
G7,Dec-06,100.5063
G7,Jan-07,100.5133
G7,Feb-07,100.5928
G7,Mar-07,100.6595
G7,Apr-07,100.7399
G7,May-07,100.7856
G7,Jun-07,100.7775
G7,Jul-07,100.6655
G7,Aug-07,100.5356
G7,Sep-07,100.4285
G7,Oct-07,100.3569
G7,Nov-07,100.3017
G7,Dec-07,100.2349
G7,Jan-08,100.1954
G7,Feb-08,100.0963
G7,Mar-08,100.01
G7,Apr-08,99.92897
G7,May-08,99.8886
G7,Jun-08,99.81884
G7,Jul-08,99.59182
G7,Aug-08,99.13263
G7,Sep-08,98.39393
G7,Oct-08,97.55564
G7,Nov-08,96.80872
G7,Dec-08,96.27895
G7,Jan-09,96.04967
G7,Feb-09,95.97982
G7,Mar-09,96.11221
G7,Apr-09,96.50967
G7,May-09,97.00748
G7,Jun-09,97.52585
G7,Jul-09,98.05898
G7,Aug-09,98.55174
G7,Sep-09,98.91552
G7,Oct-09,99.19488
G7,Nov-09,99.36694
G7,Dec-09,99.57794
G7,Jan-10,99.84711
G7,Feb-10,100.074
G7,Mar-10,100.3137
G7,Apr-10,100.4452
G7,May-10,100.4498
G7,Jun-10,100.4
G7,Jul-10,100.4224
G7,Aug-10,100.505
G7,Sep-10,100.6287
